recent-300
FILE 	 HUFFSIZE 	 ORIGINAL SIZE 	 WORDSIZE
1944_06_05_3334.huff 	 16266 	 9264 	 1665
1944_06_12_3335.huff 	 16169 	 9091 	 1650
1944_07_20_3336.huff 	 16809 	 9844 	 1777
1945_01_20_3337.huff 	 5220 	 2924 	 561
1945_02_11_3819.huff 	 19801 	 12294 	 2019
1945_03_01_3338.huff 	 57499 	 33424 	 6044
1945_04_16_3339.huff 	 18159 	 10593 	 1880
1945_05_08_3340.huff 	 6762 	 3768 	 709
1945_08_06_3820.huff 	 11584 	 6616 	 1166
1945_08_09_3821.huff 	 39259 	 23062 	 4075
1945_09_01_3341.huff 	 11831 	 6795 	 1268
1945_10_27_3342.huff 	 24890 	 14596 	 2603
1947_03_12_3343.huff 	 21615 	 13236 	 2213
1947_06_20_3344.huff 	 17496 	 10155 	 1807
1947_06_29_3345.huff 	 11719 	 7000 	 1232
1948_07_15_3346.huff 	 25379 	 14429 	 2721
1948_09_18_3347.huff 	 7155 	 3874 	 794
1948_09_18_3348.huff 	 7700 	 4234 	 817
1948_11_03_3349.huff 	 2508 	 1432 	 285
1949_01_20_3350.huff 	 21570 	 13356 	 2284
1951_04_11_3351.huff 	 22826 	 13392 	 2469
1952_03_15_3352.huff 	 17977 	 10065 	 1970
1952_03_29_3353.huff 	 35483 	 20233 	 3804
1952_09_23_4638.huff 	 45133 	 24060 	 4800
1952_10_22_3354.huff 	 11662 	 6513 	 1280
1953_01_15_3355.huff 	 35365 	 19751 	 3802
1953_01_20_3356.huff 	 24002 	 13616 	 2476
1953_04_16_3357.huff 	 27982 	 15977 	 2918
1953_12_08_3358.huff 	 29935 	 17666 	 3075
1956_08_23_3359.huff 	 43014 	 25074 	 4406
1957_01_05_3360.huff 	 33383 	 20490 	 3443
1960_07_15_3362.huff 	 25120 	 14003 	 2558
1960_09_12_3363.huff 	 15495 	 8671 	 1561
1960_09_26_5728.huff 	 102856 	 59322 	 11037
1960_10_07_5729.huff 	 107085 	 61224 	 11385
1960_10_13_5730.huff 	 104273 	 58786 	 10930
1960_10_21_5731.huff 	 102748 	 59337 	 10991
1961_01_09_3364.huff 	 8947 	 5012 	 911
1961_01_17_3361.huff 	 18304 	 10919 	 1858
1961_01_20_3365.huff 	 13238 	 7371 	 1368
1961_01_30_5945.huff 	 52388 	 30901 	 5301
1961_02_21_5946.huff 	 8857 	 5288 	 975
1961_03_01_3366.huff 	 3833 	 2297 	 412
1961_03_13_5732.huff 	 24009 	 14460 	 2479
1961_04_20_5669.huff 	 79637 	 47395 	 7751
1961_04_20_5739.huff 	 14938 	 8546 	 1531
1961_04_27_3677.huff 	 24343 	 14123 	 2453
1961_05_03_5947.huff 	 5877 	 3405 	 617
1961_05_17_5928.huff 	 28670 	 16773 	 3010
1961_05_25_3368.huff 	 57654 	 34311 	 5911
1961_06_06_5948.huff 	 61274 	 35680 	 6434
1961_06_07_5949.huff 	 12342 	 7245 	 1309
1961_07_25_5740.huff 	 39478 	 22697 	 4138
1961_09_25_5741.huff 	 43970 	 25491 	 4509
1961_10_12_5950.huff 	 18377 	 10634 	 1907
1961_11_11_5951.huff 	 10029 	 5671 	 1044
1961_11_16_3369.huff 	 20505 	 11895 	 2112
1961_12_06_5952.huff 	 63778 	 37681 	 6663
1961_12_07_5953.huff 	 38893 	 22628 	 4239
1961_12_11_5954.huff 	 4149 	 2358 	 467
1962_01_11_5742.huff 	 64983 	 38107 	 6589
1962_03_23_5765.huff 	 21776 	 12958 	 2270
1962_06_06_5766.huff 	 22393 	 13071 	 2371
1962_06_11_3370.huff 	 38106 	 22262 	 3886
1962_09_12_3371.huff 	 21691 	 11798 	 2230
1962_09_30_5743.huff 	 10917 	 6401 	 1139
1962_10_22_3372.huff 	 23948 	 14156 	 2452
1963_01_14_5762.huff 	 53272 	 30865 	 5436
1963_05_18_3373.huff 	 19638 	 11485 	 2028
1963_05_30_3380.huff 	 6697 	 3696 	 707
1963_06_05_5763.huff 	 21356 	 12605 	 2203
1963_06_10_3374.huff 	 33279 	 19184 	 3455
1963_06_11_3375.huff 	 18982 	 10902 	 1997
1963_06_26_3376.huff 	 6269 	 3506 	 676
1963_07_26_3377.huff 	 30103 	 17668 	 3130
1963_09_20_5764.huff 	 33881 	 20149 	 3564
1963_09_26_3378.huff 	 35015 	 20472 	 3755
1963_10_26_3379.huff 	 18219 	 10390 	 1881
1963_11_27_3381.huff 	 15233 	 8874 	 1646
1963_11_28_5657.huff 	 19365 	 10870 	 2058
1963_12_17_5658.huff 	 28474 	 16912 	 3094
1964_01_08_3382.huff 	 31164 	 18148 	 3230
1964_02_01_5898.huff 	 38022 	 22118 	 4003
1964_02_21_3523.huff 	 11126 	 6509 	 1182
1964_02_29_5899.huff 	 80608 	 47492 	 8586
1964_03_07_5900.huff 	 45848 	 26415 	 4754
1964_04_16_5901.huff 	 43708 	 25085 	 4624
1964_04_20_5659.huff 	 83498 	 49894 	 8778
1964_05_06_5902.huff 	 43218 	 25009 	 4540
1964_05_22_3383.huff 	 17289 	 9864 	 1821
1964_07_02_3525.huff 	 9784 	 5778 	 1035
1964_07_24_5903.huff 	 42411 	 25201 	 4549
1964_08_04_3998.huff 	 5178 	 3121 	 549
1964_08_05_5930.huff 	 10215 	 6264 	 1100
1964_08_27_5660.huff 	 41668 	 24002 	 4614
1964_10_09_3526.huff 	 42135 	 23147 	 4568
1964_10_18_5661.huff 	 36644 	 21070 	 3906
1964_10_27_3405.huff 	 46563 	 25390 	 4766
1965_01_04_4000.huff 	 41110 	 24371 	 4390
1965_01_20_4031.huff 	 13982 	 7866 	 1493
1965_02_04_5904.huff 	 41895 	 24770 	 4516
1965_03_13_5905.huff 	 36215 	 21423 	 3913
1965_03_15_3386.huff 	 34595 	 19640 	 3729
1965_03_20_5906.huff 	 45883 	 26473 	 4815
1965_03_26_5932.huff 	 7677 	 4276 	 769
1965_03_26_5933.huff 	 8963 	 5077 	 940
1965_04_07_5662.huff 	 54021 	 30725 	 5771
1965_04_27_5907.huff 	 44513 	 25644 	 4692
1965_04_28_4032.huff 	 2320 	 1480 	 247
1965_05_02_4033.huff 	 25029 	 15061 	 2671
1965_05_13_5934.huff 	 23672 	 13579 	 2480
1965_06_01_5908.huff 	 43566 	 25682 	 4607
1965_06_04_3387.huff 	 27083 	 15615 	 2833
1965_06_11_5935.huff 	 10875 	 5994 	 1135
1965_06_25_5664.huff 	 34577 	 20683 	 3684
1965_07_13_5909.huff 	 40258 	 23586 	 4298
1965_07_28_5910.huff 	 48905 	 28343 	 5262
1965_08_06_4034.huff 	 17695 	 10152 	 1869
1965_08_25_5911.huff 	 46867 	 27420 	 4955
1966_01_12_4035.huff 	 52278 	 31122 	 5579
1966_01_31_5936.huff 	 7399 	 4489 	 809
1966_02_23_5937.huff 	 37250 	 21337 	 3947
1966_03_23_5938.huff 	 15304 	 8963 	 1599
1966_06_30_5939.huff 	 35840 	 20932 	 3857
1966_07_05_5912.huff 	 47164 	 27400 	 4953
1966_07_12_4038.huff 	 23849 	 13840 	 2553
1966_07_20_5913.huff 	 38528 	 22829 	 4109
1966_10_06_5914.huff 	 36898 	 21968 	 3946
1966_10_15_5525.huff 	 8185 	 4923 	 844
1966_10_17_5915.huff 	 2965 	 1770 	 320
1966_12_31_5916.huff 	 29269 	 17175 	 3208
1967_01_10_5665.huff 	 136894 	 81162 	 14476
1967_02_02_5917.huff 	 29465 	 17381 	 3259
1967_03_09_5918.huff 	 41978 	 24123 	 4464
1967_03_15_5940.huff 	 33374 	 19810 	 3468
1967_07_24_4039.huff 	 8861 	 5292 	 905
1967_07_27_4040.huff 	 18744 	 10736 	 1918
1967_08_18_5919.huff 	 40645 	 23903 	 4382
1967_09_29_4041.huff 	 26758 	 15784 	 2830
1967_11_17_5920.huff 	 51697 	 29410 	 5599
1967_12_19_5921.huff 	 82412 	 47525 	 9073
1968_01_17_5666.huff 	 94388 	 55892 	 9962
1968_03_31_3388.huff 	 38954 	 23073 	 4142
1968_04_01_5941.huff 	 24706 	 13966 	 2616
1968_04_03_5922.huff 	 3886 	 2462 	 420
1968_04_11_4036.huff 	 6425 	 3639 	 690
1968_07_01_4037.huff 	 10808 	 6726 	 1146
1968_10_31_3389.huff 	 19676 	 11884 	 2102
1969_01_14_5667.huff 	 76590 	 45774 	 8292
1969_01_20_3587.huff 	 20059 	 11219 	 2131
1969_11_03_3873.huff 	 42700 	 25427 	 4585
1970_01_22_3889.huff 	 41984 	 24748 	 4493
1970_04_30_3890.huff 	 25955 	 15606 	 2731
1971_01_22_3874.huff 	 42015 	 25178 	 4551
1971_02_25_3875.huff 	 33402 	 20015 	 3559
